id,name,theme,overall,position,height,weight,bronze_badges,silver_badges,gold_badges,hof_badges,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,hands,speed,acceleration,vertical,strength,stamina,hustle,overall_durability,speed_with_ball,ball_handle,passing_accuracy,passing_vision,passing_iq,interior_defense,perimeter_defense,help_defense_iq,pick_and_roll_defense_iq,lateral_quickness,pass_perception,reaction_time,steal,block,shot_contest,defensive_consistency,offensive_rebound,defensive_rebound,intangibles,potential,shot_close,shot_mid,shot_3pt,shot_iq,free_throw,offensive_consistency,driving_layup,standing_dunk,driving_dunk,draw_foul,post_moves,post_hook,post_fade,acrobat,backdown_punisher,consistent_finisher,contact_finisher,cross_key_scorer,deep_hooks,dropstepper,fancy_footwork,fastbreak_finisher,giant_slayer,lob_city_finisher,pick_and_roller,pro_touch,putback_boss,relentless_finisher,showtime,slithery_finisher,tear_dropper,catch_and_shoot,clutch_shooter,corner_specialist,deadeye,deep_fades,difficult_shots,flexible_release,green_machine,hot_start,hot_zone_hunter,ice_in_veins,pick_and_popper,pump_fake_maestro,quick_draw,range_extender,slippery_off_ball,steady_shooter,tireless_shooter,volume_shooter,ankle_breaker,bail_out,break_starter,dimer,downhill,dream_shake,flashy_passer,floor_general,handles_for_days,lob_city_passer,needle_threader,pass_fake_maestro,post_spin_technician,quick_first_step,space_creator,stop_and_go,tight_handles,unpluckable,box,brick_wall,chase_down_artist,clamps,defensive_leader,heart_crusher,interceptor,intimidator,lightning_reflexes,moving_truck,off_ball_pest,pick_dodger,pick_pocket,pogo_stick,post_move_lockdown,rebound_chaser,rim_protector,tireless_defender,trapper,worm,alpha_dog,enforcer,extremely_confident,expressive,high_work_ethic,legendary_work_ethic,pat_my_back,unpredictable
8861,Ray Allen,Hero Ray Allen,96,SG,"['6', '5', '', '', '195', '', '', '']","['6', '5', '', '', '195', '', '', '']",0,0,26,17,91.0,96.0,97.0,35.0,96.0,95.0,91.0,25.0,90.0,84.0,60.0,44.0,60.0,94.0,90.0,90.0,89.0,80.0,95,95.0,85,88.0,88.0,84.0,80.0,88.0,75.0,89.0,89.0,80,90.0,88.0,80,88.0,37.0,80,85.0,62.0,65.0,25,96,91.0,96.0,97.0,35.0,96.0,95.0,91.0,25.0,90.0,84.0,60.0,44.0,60.0,94.0,90.0,90.0,89.0,80.0,95,95.0,85,88.0,88.0,84.0,80.0,88.0,75.0,89.0,89.0,80,90.0,88.0,80,88.0,37.0,80,85.0,62.0,65.0,25,96,91.0,96.0,97.0,35.0,96.0,95.0,91.0,25.0,90.0,84.0,60.0,44.0,60.0,94.0,90.0,90.0,89.0,80.0,95,95.0,85,88.0,88.0,84.0,80.0,88.0,75.0,89.0,89.0,80,90.0,88.0,80,88.0,37.0,80,85.0,62.0,65.0,25,96,91.0,96.0,97.0,35.0,96.0,95.0,91.0,25.0,90.0,84.0,60.0,44.0,60.0,HOF,None,Gold,HOF,Gold,None,None,HOF,Gold,None,None,None,Gold,None,HOF,Gold,Gold,Gold,HOF,HOF,HOF,HOF,None,Gold,HOF,HOF,HOF,HOF,Gold,Gold,Gold,None,HOF,HOF,HOF,HOF,HOF,None,None,None,None,Gold,None,None,None,None,None,None,Gold,None,Gold,Gold,None,None,None,None,None,None,Gold,None,None,Gold,Gold,Gold,None,Gold,Gold,Gold,Gold,None,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None,None
9079,Rik Smits,Mystery,96,C,"['7', '4', '', '', '223', '', '', '']","['7', '4', '', '', '223', '', '', '']",0,0,10,27,95.0,90.0,78.0,25.0,85.0,90.0,77.0,90.0,80.0,84.0,90.0,95.0,86.0,95.0,77.0,77.0,75.0,94.0,95,95.0,96,69.0,62.0,71.0,50.0,52.0,90.0,74.0,90.0,82,77.0,83.0,62,70.0,85.0,62,85.0,90.0,91.0,25,96,95.0,90.0,78.0,25.0,85.0,90.0,77.0,90.0,80.0,84.0,90.0,95.0,86.0,95.0,77.0,77.0,75.0,94.0,95,95.0,96,69.0,62.0,71.0,50.0,52.0,90.0,74.0,90.0,82,77.0,83.0,62,70.0,85.0,62,85.0,90.0,91.0,25,96,95.0,90.0,78.0,25.0,85.0,90.0,77.0,90.0,80.0,84.0,90.0,95.0,86.0,95.0,77.0,77.0,75.0,94.0,95,95.0,96,69.0,62.0,71.0,50.0,52.0,90.0,74.0,90.0,82,77.0,83.0,62,70.0,85.0,62,85.0,90.0,91.0,25,96,95.0,90.0,78.0,25.0,85.0,90.0,77.0,90.0,80.0,84.0,90.0,95.0,86.0,None,HOF,HOF,HOF,Gold,HOF,HOF,None,None,None,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None,None,Gold,HOF,Gold,HOF,None,HOF,HOF,None,None,None,None,None,None,None,Gold,Gold,None,None,Gold,None,None,None,None,None,None,HOF,None,None,None,None,None,HOF,HOF,Gold,Gold,HOF,HOF,Gold,HOF,None,HOF,None,None,None,Gold,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,None,None,None,None,None
9101,Kyle Korver,Warped Reality,96,SG,"['6', '7', '', '', '200', '', '', '']","['6', '7', '', '', '200', '', '', '']",0,0,21,28,92.0,98.0,99.0,25.0,99.0,95.0,87.0,80.0,95.0,85.0,27.0,25.0,55.0,95.0,93.0,93.0,97.0,86.0,95,95.0,80,90.0,86.0,92.0,32.0,70.0,84.0,93.0,95.0,74,94.0,95.0,80,85.0,76.0,75,95.0,50.0,51.0,25,96,92.0,98.0,99.0,25.0,99.0,95.0,87.0,80.0,95.0,85.0,27.0,25.0,55.0,95.0,93.0,93.0,97.0,86.0,95,95.0,80,90.0,86.0,92.0,32.0,70.0,84.0,93.0,95.0,74,94.0,95.0,80,85.0,76.0,75,95.0,50.0,51.0,25,96,92.0,98.0,99.0,25.0,99.0,95.0,87.0,80.0,95.0,85.0,27.0,25.0,55.0,95.0,93.0,93.0,97.0,86.0,95,95.0,80,90.0,86.0,92.0,32.0,70.0,84.0,93.0,95.0,74,94.0,95.0,80,85.0,76.0,75,95.0,50.0,51.0,25,96,92.0,98.0,99.0,25.0,99.0,95.0,87.0,80.0,95.0,85.0,27.0,25.0,55.0,Gold,None,Gold,Gold,None,None,None,Gold,HOF,Gold,None,None,Gold,None,Gold,HOF,HOF,Gold,HOF,HOF,HOF,HOF,None,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,HOF,HOF,None,HOF,HOF,None,Gold,Gold,Gold,Gold,None,None,None,None,None,HOF,HOF,None,Gold,Gold,Gold,None,HOF,None,None,None,HOF,Gold,Gold,Gold,HOF,HOF,None,HOF,HOF,Gold,Gold,None,None,None,HOF,Gold,None,None,None,None,None,None,None,None,None
8762,Jameer Nelson,Season 4 Collection Complete,96,PG,"['6', '0', '', '', '182', '', '', '']","['6', '0', '', '', '182', '', '', '']",0,0,34,18,80.0,95.0,96.0,96.0,91.0,95.0,92.0,25.0,70.0,89.0,27.0,25.0,46.0,95.0,95.0,95.0,84.0,85.0,97,90.0,84,95.0,93.0,94.0,88.0,90.0,74.0,92.0,92.0,78,94.0,89.0,66,92.0,35.0,66,90.0,62.0,65.0,30,96,80.0,95.0,96.0,96.0,91.0,95.0,92.0,25.0,70.0,89.0,27.0,25.0,46.0,95.0,95.0,95.0,84.0,85.0,97,90.0,84,95.0,93.0,94.0,88.0,90.0,74.0,92.0,92.0,78,94.0,89.0,66,92.0,35.0,66,90.0,62.0,65.0,30,96,80.0,95.0,96.0,96.0,91.0,95.0,92.0,25.0,70.0,89.0,27.0,25.0,46.0,95.0,95.0,95.0,84.0,85.0,97,90.0,84,95.0,93.0,94.0,88.0,90.0,74.0,92.0,92.0,78,94.0,89.0,66,92.0,35.0,66,90.0,62.0,65.0,30,96,80.0,95.0,96.0,96.0,91.0,95.0,92.0,25.0,70.0,89.0,27.0,25.0,46.0,Gold,None,Gold,Gold,Gold,None,None,Gold,None,HOF,None,None,Gold,None,Gold,None,Gold,Gold,HOF,Gold,HOF,Gold,None,Gold,HOF,Gold,HOF,HOF,Gold,None,None,None,HOF,Gold,HOF,HOF,HOF,Gold,Gold,Gold,HOF,HOF,None,Gold,HOF,HOF,Gold,Gold,HOF,None,HOF,Gold,Gold,HOF,HOF,None,None,None,Gold,None,Gold,Gold,Gold,Gold,None,Gold,Gold,Gold,None,None,Gold,None,Gold,Gold,None,None,None,None,None,None,None,None,None
9339,Tristan Thompson,Gladiator,96,C,"['6', '10', '', '', '208', '', '', '']","['6', '10', '', '', '208', '', '', '']",0,0,20,34,95.0,89.0,80.0,25.0,79.0,85.0,74.0,90.0,85.0,80.0,80.0,80.0,80.0,80.0,90.0,90.0,92.0,95.0,90,98.0,94,88.0,86.0,31.0,25.0,30.0,88.0,84.0,88.0,75,90.0,82.0,72,75.0,80.0,88,80.0,99.0,97.0,25,96,95.0,89.0,80.0,25.0,79.0,85.0,74.0,90.0,85.0,80.0,80.0,80.0,80.0,80.0,90.0,90.0,92.0,95.0,90,98.0,94,88.0,86.0,31.0,25.0,30.0,88.0,84.0,88.0,75,90.0,82.0,72,75.0,80.0,88,80.0,99.0,97.0,25,96,95.0,89.0,80.0,25.0,79.0,85.0,74.0,90.0,85.0,80.0,80.0,80.0,80.0,80.0,90.0,90.0,92.0,95.0,90,98.0,94,88.0,86.0,31.0,25.0,30.0,88.0,84.0,88.0,75,90.0,82.0,72,75.0,80.0,88,80.0,99.0,97.0,25,96,95.0,89.0,80.0,25.0,79.0,85.0,74.0,90.0,85.0,80.0,80.0,80.0,80.0,HOF,Gold,Gold,HOF,Gold,Gold,Gold,HOF,HOF,HOF,HOF,HOF,Gold,HOF,HOF,HOF,HOF,None,HOF,None,HOF,None,None,Gold,None,HOF,Gold,HOF,HOF,HOF,HOF,None,Gold,None,None,Gold,Gold,None,Gold,Gold,None,HOF,None,None,None,None,None,None,Gold,Gold,HOF,None,None,Gold,Gold,HOF,HOF,HOF,HOF,None,HOF,HOF,HOF,Gold,HOF,None,Gold,None,HOF,HOF,HOF,HOF,HOF,Gold,HOF,None,None,None,Yes,None,None,None,None
8949,Ricky Rubio,Exchange Rewards,96,PG,"['6', '4', '', '', '193', '', '', '']","['6', '4', '', '', '193', '', '', '']",0,0,18,27,95.0,92.0,88.0,25.0,93.0,95.0,96.0,25.0,80.0,80.0,26.0,25.0,40.0,86.0,96.0,96.0,92.0,82.0,95,90.0,76,96.0,93.0,98.0,96.0,97.0,65.0,92.0,90.0,84,95.0,94.0,82,97.0,65.0,76,90.0,55.0,70.0,25,96,95.0,92.0,88.0,25.0,93.0,95.0,96.0,25.0,80.0,80.0,26.0,25.0,40.0,86.0,96.0,96.0,92.0,82.0,95,90.0,76,96.0,93.0,98.0,96.0,97.0,65.0,92.0,90.0,84,95.0,94.0,82,97.0,65.0,76,90.0,55.0,70.0,25,96,95.0,92.0,88.0,25.0,93.0,95.0,96.0,25.0,80.0,80.0,26.0,25.0,40.0,86.0,96.0,96.0,92.0,82.0,95,90.0,76,96.0,93.0,98.0,96.0,97.0,65.0,92.0,90.0,84,95.0,94.0,82,97.0,65.0,76,90.0,55.0,70.0,25,96,95.0,92.0,88.0,25.0,93.0,95.0,96.0,25.0,80.0,80.0,26.0,25.0,40.0,HOF,None,HOF,HOF,Gold,None,None,HOF,None,HOF,None,None,HOF,None,HOF,None,HOF,HOF,HOF,None,Gold,None,None,None,None,Gold,Gold,Gold,None,Gold,Gold,None,Gold,None,None,Gold,Gold,Gold,Gold,Gold,HOF,HOF,None,HOF,HOF,HOF,HOF,HOF,HOF,None,HOF,Gold,Gold,HOF,HOF,None,None,None,HOF,None,Gold,HOF,Gold,HOF,None,None,HOF,HOF,None,None,None,None,HOF,Gold,None,None,None,Yes,None,None,None,None,None
9484,Stanley Johnson,Season Rewind,96,SG,"['6', '7', '', '', '200', '', '', '']","['6', '7', '', '', '200', '', '', '']",0,0,12,38,96.0,92.0,89.0,25.0,83.0,90.0,88.0,75.0,90.0,80.0,50.0,50.0,50.0,80.0,93.0,93.0,95.0,85.0,95,85.0,84,93.0,86.0,85.0,43.0,45.0,80.0,96.0,95.0,74,96.0,90.0,80,92.0,80.0,80,85.0,70.0,70.0,25,96,96.0,92.0,89.0,25.0,83.0,90.0,88.0,75.0,90.0,80.0,50.0,50.0,50.0,80.0,93.0,93.0,95.0,85.0,95,85.0,84,93.0,86.0,85.0,43.0,45.0,80.0,96.0,95.0,74,96.0,90.0,80,92.0,80.0,80,85.0,70.0,70.0,25,96,96.0,92.0,89.0,25.0,83.0,90.0,88.0,75.0,90.0,80.0,50.0,50.0,50.0,80.0,93.0,93.0,95.0,85.0,95,85.0,84,93.0,86.0,85.0,43.0,45.0,80.0,96.0,95.0,74,96.0,90.0,80,92.0,80.0,80,85.0,70.0,70.0,25,96,96.0,92.0,89.0,25.0,83.0,90.0,88.0,75.0,90.0,80.0,50.0,50.0,50.0,HOF,None,HOF,HOF,Gold,None,None,HOF,HOF,HOF,None,None,HOF,None,HOF,HOF,HOF,Gold,HOF,Gold,HOF,None,None,HOF,None,HOF,HOF,HOF,None,Gold,Gold,None,Gold,HOF,None,HOF,HOF,Gold,Gold,HOF,None,HOF,None,HOF,None,None,None,Gold,HOF,None,HOF,HOF,Gold,Gold,HOF,None,None,HOF,HOF,Gold,HOF,HOF,HOF,HOF,None,HOF,HOF,HOF,HOF,None,None,None,HOF,HOF,None,None,None,None,None,None,None,None,None
9472,Theo Maledon,Season Rewind,96,PG,"['6', '4', '', '', '193', '', '', '']","['6', '4', '', '', '193', '', '', '']",0,0,10,39,92.0,92.0,91.0,25.0,89.0,95.0,93.0,45.0,85.0,88.0,59.0,57.0,59.0,95.0,95.0,95.0,92.0,82.0,94,90.0,80,95.0,92.0,94.0,77.0,90.0,84.0,93.0,85.0,58,94.0,88.0,48,92.0,75.0,48,85.0,52.0,62.0,25,96,92.0,92.0,91.0,25.0,89.0,95.0,93.0,45.0,85.0,88.0,59.0,57.0,59.0,95.0,95.0,95.0,92.0,82.0,94,90.0,80,95.0,92.0,94.0,77.0,90.0,84.0,93.0,85.0,58,94.0,88.0,48,92.0,75.0,48,85.0,52.0,62.0,25,96,92.0,92.0,91.0,25.0,89.0,95.0,93.0,45.0,85.0,88.0,59.0,57.0,59.0,95.0,95.0,95.0,92.0,82.0,94,90.0,80,95.0,92.0,94.0,77.0,90.0,84.0,93.0,85.0,58,94.0,88.0,48,92.0,75.0,48,85.0,52.0,62.0,25,96,92.0,92.0,91.0,25.0,89.0,95.0,93.0,45.0,85.0,88.0,59.0,57.0,59.0,HOF,None,HOF,HOF,HOF,None,None,HOF,HOF,HOF,None,None,HOF,None,HOF,HOF,HOF,Gold,HOF,None,None,Gold,None,HOF,HOF,HOF,HOF,Gold,None,None,None,None,HOF,None,None,HOF,HOF,HOF,HOF,Gold,HOF,HOF,None,Gold,HOF,HOF,None,HOF,HOF,None,HOF,Gold,Gold,Gold,HOF,None,None,Gold,HOF,Gold,HOF,HOF,HOF,HOF,None,None,HOF,HOF,HOF,None,None,None,HOF,HOF,None,None,None,None,None,None,None,None,None
9533,Tony Snell,Season Rewind,96,SG,"['6', '7', '', '', '200', '', '', '']","['6', '7', '', '', '200', '', '', '']",0,0,3,42,88.0,88.0,95.0,25.0,88.0,95.0,85.0,35.0,85.0,88.0,65.0,75.0,75.0,85.0,90.0,90.0,85.0,85.0,95,95.0,84,88.0,86.0,75.0,38.0,75.0,40.0,94.0,95.0,77,96.0,94.0,82,93.0,75.0,77,95.0,60.0,65.0,25,96,88.0,88.0,95.0,25.0,88.0,95.0,85.0,35.0,85.0,88.0,65.0,75.0,75.0,85.0,90.0,90.0,85.0,85.0,95,95.0,84,88.0,86.0,75.0,38.0,75.0,40.0,94.0,95.0,77,96.0,94.0,82,93.0,75.0,77,95.0,60.0,65.0,25,96,88.0,88.0,95.0,25.0,88.0,95.0,85.0,35.0,85.0,88.0,65.0,75.0,75.0,85.0,90.0,90.0,85.0,85.0,95,95.0,84,88.0,86.0,75.0,38.0,75.0,40.0,94.0,95.0,77,96.0,94.0,82,93.0,75.0,77,95.0,60.0,65.0,25,96,88.0,88.0,95.0,25.0,88.0,95.0,85.0,35.0,85.0,88.0,65.0,75.0,75.0,HOF,None,HOF,HOF,HOF,None,None,HOF,None,None,None,None,HOF,None,HOF,None,HOF,None,HOF,HOF,HOF,HOF,None,HOF,HOF,HOF,HOF,HOF,None,HOF,HOF,None,HOF,HOF,None,HOF,HOF,None,HOF,None,None,HOF,None,Gold,None,None,None,Gold,HOF,None,HOF,HOF,None,Gold,HOF,None,None,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,HOF,HOF,HOF,HOF,None,None,None,HOF,HOF,None,None,None,None,None,None,None,None,None
8757,Bradley Beal,Throwback Moments,96,SG,"['6', '3', '', '', '190', '', '', '']","['6', '3', '', '', '190', '', '', '']",0,0,24,15,,94.0,,98.0,95.0,98.0,95.0,30.0,84.0,90.0,44.0,55.0,55.0,95.0,89.0,89.0,92.0,79.0,98,95.0,85,88.0,88.0,82.0,74.0,90.0,45.0,,,75,87.0,79.0,67,79.0,56.0,67,,40.0,54.0,50,96,,94.0,,98.0,95.0,98.0,95.0,30.0,84.0,90.0,44.0,55.0,55.0,95.0,89.0,89.0,92.0,79.0,98,95.0,85,88.0,88.0,82.0,74.0,90.0,45.0,,,75,87.0,79.0,67,79.0,56.0,67,,40.0,54.0,50,96,,94.0,,98.0,95.0,98.0,95.0,30.0,84.0,90.0,44.0,55.0,55.0,95.0,89.0,89.0,92.0,79.0,98,95.0,85,88.0,88.0,82.0,74.0,90.0,45.0,,,75,87.0,79.0,67,79.0,56.0,67,,40.0,54.0,50,96,,94.0,,98.0,95.0,98.0,95.0,30.0,84.0,90.0,44.0,55.0,55.0,Gold,None,Gold,HOF,Gold,None,None,Gold,None,None,None,None,Gold,None,HOF,None,Gold,Gold,HOF,HOF,HOF,Gold,None,HOF,Gold,HOF,HOF,HOF,Gold,HOF,HOF,None,Gold,Gold,Gold,HOF,HOF,HOF,Gold,None,None,None,None,Gold,None,None,Gold,None,Gold,None,HOF,Gold,Gold,None,None,None,None,Gold,Gold,None,None,None,None,None,None,Gold,Gold,None,Gold,None,None,None,None,None,None,Yes,None,None,Yes,None,Yes,None,None
9631,Dennis Scott,Exchange Rewards,96,SG,"['6', '8', '', '', '203', '', '', '']","['6', '8', '', '', '203', '', '', '']",0,0,13,38,88.0,94.0,97.0,30.0,85.0,95.0,85.0,50.0,80.0,80.0,44.0,30.0,63.0,90.0,93.0,93.0,88.0,88.0,95,95.0,88,92.0,86.0,80.0,59.0,70.0,80.0,94.0,92.0,76,94.0,92.0,77,92.0,80.0,76,90.0,50.0,68.0,25,96,88.0,94.0,97.0,30.0,85.0,95.0,85.0,50.0,80.0,80.0,44.0,30.0,63.0,90.0,93.0,93.0,88.0,88.0,95,95.0,88,92.0,86.0,80.0,59.0,70.0,80.0,94.0,92.0,76,94.0,92.0,77,92.0,80.0,76,90.0,50.0,68.0,25,96,88.0,94.0,97.0,30.0,85.0,95.0,85.0,50.0,80.0,80.0,44.0,30.0,63.0,90.0,93.0,93.0,88.0,88.0,95,95.0,88,92.0,86.0,80.0,59.0,70.0,80.0,94.0,92.0,76,94.0,92.0,77,92.0,80.0,76,90.0,50.0,68.0,25,96,88.0,94.0,97.0,30.0,85.0,95.0,85.0,50.0,80.0,80.0,44.0,30.0,63.0,HOF,None,HOF,HOF,Gold,None,None,HOF,HOF,Gold,None,None,HOF,None,HOF,HOF,HOF,Gold,HOF,HOF,HOF,HOF,None,HOF,HOF,HOF,HOF,HOF,HOF,None,None,None,HOF,HOF,None,HOF,HOF,Gold,Gold,HOF,None,HOF,None,Gold,None,Gold,None,Gold,HOF,None,HOF,Gold,None,Gold,HOF,None,None,Gold,HOF,Gold,HOF,Gold,HOF,HOF,None,HOF,HOF,HOF,HOF,None,None,None,HOF,HOF,None,None,None,None,None,None,None,None,None
9136,Immanuel Quickley,Glitched Rewards,96,SG,"['6', '3', '', '', '190', '', '', '']","['6', '3', '', '', '190', '', '', '']",0,0,26,27,88.0,92.0,95.0,25.0,97.0,98.0,92.0,40.0,85.0,85.0,45.0,50.0,51.0,95.0,94.0,94.0,89.0,80.0,95,95.0,78,94.0,94.0,94.0,92.0,94.0,67.0,90.0,85.0,68,94.0,84.0,64,90.0,51.0,70,85.0,56.0,60.0,25,96,88.0,92.0,95.0,25.0,97.0,98.0,92.0,40.0,85.0,85.0,45.0,50.0,51.0,95.0,94.0,94.0,89.0,80.0,95,95.0,78,94.0,94.0,94.0,92.0,94.0,67.0,90.0,85.0,68,94.0,84.0,64,90.0,51.0,70,85.0,56.0,60.0,25,96,88.0,92.0,95.0,25.0,97.0,98.0,92.0,40.0,85.0,85.0,45.0,50.0,51.0,95.0,94.0,94.0,89.0,80.0,95,95.0,78,94.0,94.0,94.0,92.0,94.0,67.0,90.0,85.0,68,94.0,84.0,64,90.0,51.0,70,85.0,56.0,60.0,25,96,88.0,92.0,95.0,25.0,97.0,98.0,92.0,40.0,85.0,85.0,45.0,50.0,51.0,HOF,None,HOF,HOF,Gold,None,None,HOF,None,HOF,None,None,HOF,None,HOF,None,HOF,Gold,HOF,Gold,Gold,HOF,None,Gold,HOF,Gold,HOF,Gold,Gold,Gold,Gold,None,HOF,Gold,None,HOF,HOF,Gold,Gold,Gold,HOF,HOF,None,Gold,HOF,HOF,Gold,Gold,HOF,None,HOF,Gold,Gold,HOF,HOF,None,None,None,HOF,None,Gold,Gold,HOF,HOF,None,Gold,HOF,Gold,Gold,None,None,None,Gold,Gold,None,None,None,None,Yes,None,None,None,None
8720,Isaiah Thomas,Glitched,96,PG,"['5', '9', '', '', '175', '', '', '']","['5', '9', '', '', '175', '', '', '']",0,0,31,13,94.0,96.0,96.0,60.0,93.0,95.0,96.0,25.0,80.0,95.0,25.0,25.0,40.0,92.0,98.0,98.0,94.0,75.0,97,97.0,90,98.0,96.0,92.0,83.0,96.0,70.0,95.0,95.0,50,97.0,95.0,60,95.0,75.0,60,95.0,34.0,42.0,25,96,94.0,96.0,96.0,60.0,93.0,95.0,96.0,25.0,80.0,95.0,25.0,25.0,40.0,92.0,98.0,98.0,94.0,75.0,97,97.0,90,98.0,96.0,92.0,83.0,96.0,70.0,95.0,95.0,50,97.0,95.0,60,95.0,75.0,60,95.0,34.0,42.0,25,96,94.0,96.0,96.0,60.0,93.0,95.0,96.0,25.0,80.0,95.0,25.0,25.0,40.0,92.0,98.0,98.0,94.0,75.0,97,97.0,90,98.0,96.0,92.0,83.0,96.0,70.0,95.0,95.0,50,97.0,95.0,60,95.0,75.0,60,95.0,34.0,42.0,25,96,94.0,96.0,96.0,60.0,93.0,95.0,96.0,25.0,80.0,95.0,25.0,25.0,40.0,Gold,None,Gold,Gold,None,None,None,Gold,None,HOF,None,None,Gold,None,Gold,None,Gold,Gold,Gold,Gold,Gold,None,None,Gold,Gold,None,None,Gold,Gold,None,None,None,HOF,None,Gold,Gold,Gold,Gold,None,Gold,HOF,Gold,None,Gold,HOF,Gold,None,None,None,None,HOF,Gold,Gold,Gold,Gold,None,None,None,HOF,Gold,HOF,HOF,HOF,Gold,None,Gold,HOF,HOF,HOF,None,None,None,HOF,Gold,None,Yes,None,None,Yes,None,None,None,None
9608,Reggie Jackson,Moments Reward,96,PG,"['6', '2', '', '', '187', '', '', '']","['6', '2', '', '', '187', '', '', '']",0,0,21,27,90.0,88.0,88.0,95.0,88.0,95.0,95.0,25.0,75.0,85.0,28.0,25.0,48.0,88.0,94.0,94.0,95.0,60.0,98,85.0,85,94.0,92.0,95.0,95.0,95.0,75.0,88.0,85.0,71,92.0,88.0,63,88.0,75.0,63,85.0,55.0,60.0,30,96,90.0,88.0,88.0,95.0,88.0,95.0,95.0,25.0,75.0,85.0,28.0,25.0,48.0,88.0,94.0,94.0,95.0,60.0,98,85.0,85,94.0,92.0,95.0,95.0,95.0,75.0,88.0,85.0,71,92.0,88.0,63,88.0,75.0,63,85.0,55.0,60.0,30,96,90.0,88.0,88.0,95.0,88.0,95.0,95.0,25.0,75.0,85.0,28.0,25.0,48.0,88.0,94.0,94.0,95.0,60.0,98,85.0,85,94.0,92.0,95.0,95.0,95.0,75.0,88.0,85.0,71,92.0,88.0,63,88.0,75.0,63,85.0,55.0,60.0,30,96,90.0,88.0,88.0,95.0,88.0,95.0,95.0,25.0,75.0,85.0,28.0,25.0,48.0,HOF,None,HOF,HOF,HOF,None,None,HOF,None,HOF,None,None,HOF,None,HOF,None,HOF,HOF,HOF,None,HOF,None,None,Gold,Gold,HOF,Gold,Gold,Gold,None,None,None,Gold,Gold,None,HOF,HOF,Gold,HOF,Gold,Gold,HOF,None,HOF,HOF,None,HOF,HOF,HOF,None,HOF,HOF,Gold,HOF,HOF,None,None,Gold,Gold,None,Gold,Gold,Gold,Gold,None,None,Gold,Gold,Gold,None,None,None,Gold,HOF,None,None,None,None,Yes,None,None,None,None
9376,Boban Marjanovic,Glitched,96,C,"['7', '3', '', '', '220', '', '', '']","['7', '3', '', '', '220', '', '', '']",0,0,6,34,96.0,88.0,94.0,25.0,85.0,95.0,72.0,95.0,80.0,85.0,81.0,88.0,74.0,90.0,80.0,80.0,79.0,95.0,98,40.0,65,77.0,50.0,65.0,44.0,69.0,95.0,80.0,95.0,52,80.0,90.0,70,65.0,97.0,70,95.0,96.0,96.0,25,96,96.0,88.0,94.0,25.0,85.0,95.0,72.0,95.0,80.0,85.0,81.0,88.0,74.0,90.0,80.0,80.0,79.0,95.0,98,40.0,65,77.0,50.0,65.0,44.0,69.0,95.0,80.0,95.0,52,80.0,90.0,70,65.0,97.0,70,95.0,96.0,96.0,25,96,96.0,88.0,94.0,25.0,85.0,95.0,72.0,95.0,80.0,85.0,81.0,88.0,74.0,90.0,80.0,80.0,79.0,95.0,98,40.0,65,77.0,50.0,65.0,44.0,69.0,95.0,80.0,95.0,52,80.0,90.0,70,65.0,97.0,70,95.0,96.0,96.0,25,96,96.0,88.0,94.0,25.0,85.0,95.0,72.0,95.0,80.0,85.0,81.0,88.0,74.0,None,HOF,Gold,Gold,None,None,HOF,None,None,None,HOF,HOF,Gold,HOF,Gold,None,None,None,HOF,HOF,HOF,HOF,None,HOF,HOF,HOF,HOF,HOF,HOF,HOF,HOF,None,HOF,None,None,HOF,HOF,None,None,None,None,None,Gold,None,None,None,None,None,None,HOF,None,None,None,None,None,HOF,HOF,HOF,Gold,HOF,HOF,HOF,HOF,None,HOF,None,None,None,None,HOF,HOF,HOF,HOF,None,HOF,None,None,None,None,None,None,None,None
